district,date,rainfall_mm,temperature_c,humidity_pct,sanitation_score,population_density,previous_cases,outbreak_label
Takoradi,2023-06-12,0.9093085252463616,29.567923131166246,33.64252260983122,0.7013697423734153,820.1238244768683,21,0
Accra,2023-06-13,6.697695452119817,20.984105246598276,60.03375506597161,0.7598058379015038,317.4930287372666,24,0
Tamale,2023-06-14,0.43214137835921795,32.46344284479761,63.278211728430854,0.9982631543993096,161.2335826825027,22,0
Kumasi,2023-06-15,4.621011094925578,23.644381994787157,69.2427013953783,0.5676086568564274,385.2137239485623,21,0
Cape Coast,2023-06-16,1.407500168002204,24.89316352825782,49.861040477074624,0.8377280226682128,340.11509449044775,22,0
Tamale,2023-06-17,2.4657112846259417,21.263941604260882,60.856871614033594,0.6980004831928076,555.3332201317545,25,0
Accra,2023-06-18,1.7032609597707298,12.878798698635292,50.74575373940412,0.5665048994536643,799.9551190610138,21,0
Cape Coast,2023-06-19,2.1977423886142673,29.42022698180525,62.55383755674317,0.5793683816871548,872.4906449909722,18,0
Accra,2023-06-20,6.347819933193434,28.684219485462165,51.04653677636976,0.9746365531228085,860.3776768694577,19,0
Accra,2023-06-21,1.7628576980277544,23.593362214408934,55.918991608397796,0.939800748355881,423.708005100761,28,0
Kumasi,2023-06-22,4.178217653528511,25.33495358612436,50.04184605209771,0.9535209802075109,718.5109091146146,13,0
Cape Coast,2023-06-23,3.2317989334513086,27.579696088520496,66.51136241823657,0.9957663879136933,381.55077777179804,26,0
Cape Coast,2023-06-24,5.448329615463392,17.187270715567287,68.58451116656666,0.604157695004259,154.81498891166444,13,0
Kumasi,2023-06-25,13.809608237564845,22.354736613268525,57.653794300425865,0.6777196686820308,731.4087390426481,16,0
Tamale,2023-06-26,6.594526356275214,28.971323398109135,60.382379949600285,0.8346095149624333,108.84479731280906,24,0
Accra,2023-06-27,1.2099780662202366,18.728552884153753,45.51408585366456,0.7419012699303236,468.2643287126397,25,0
Takoradi,2023-06-28,0.15839839412128923,26.467789660833148,57.00323351993213,0.7091947666891667,396.44134237186813,21,0
Accra,2023-06-29,1.5208465100279396,18.217090976882975,59.49795382958255,0.6789056246677965,724.0397846669672,18,0
Accra,2023-06-30,4.520303259365487,27.332149912167633,86.20793091029975,0.7968903159717261,789.620925484341,19,0
Tamale,2023-07-01,0.2639763904988734,24.821792588512583,48.88032974225837,0.7877967143200411,373.68517237415546,28,0
Accra,2023-07-02,3.4295297801309443,16.924340920472453,74.64177238752437,0.58072891703212,830.4643130003682,15,0
Kumasi,2023-07-03,4.542144199937801,30.823696772285857,69.96858773465809,0.7358699187592195,364.5250844544404,29,0
Kumasi,2023-07-04,2.034159389690502,21.327042116009753,62.806364044901365,0.7767358881049249,501.6937239879051,15,0
Cape Coast,2023-07-05,7.368249795733673,20.948737814928094,77.58620484195134,0.7851434693656952,754.3166743127206,21,0
Takoradi,2023-07-06,0.56359457382339,26.002845986154714,63.72105472606863,0.6050535964561758,723.6282063023098,22,0
Accra,2023-07-07,0.39055252896123505,30.743186747143575,63.891591956679285,0.8711356961261434,988.63162508098,17,0
Accra,2023-07-08,6.513237051081964,19.920890905108017,59.46879346982455,0.5125995474105348,302.64492179433864,17,0
Tamale,2023-07-09,3.420851133315343,25.30839924923986,72.23568882418627,0.6774159277715813,696.0861221856242,25,0
Kumasi,2023-07-10,5.830213278665704,27.144082501652864,70.96469233810883,0.8901063242678168,648.7137174481996,17,0
Takoradi,2023-07-11,2.8531199956442865,28.46552803631572,53.743227125037876,0.7819464605277011,923.5886090410269,15,0
Cape Coast,2023-07-12,1.414481268792658,25.882207776386124,46.80752805401232,0.6305812162554301,240.72592748038755,26,0
Kumasi,2023-07-13,8.54911849285598,23.164860804583387,57.97019362604343,0.8474765596715239,776.6183472282397,14,0
Cape Coast,2023-07-14,8.03260781980095,20.862048896756402,51.999614356023535,0.7836954720780367,611.4417546418915,22,0
Tamale,2023-07-15,5.932244098545607,25.430719415231874,59.36475425384645,0.8981218047281936,347.19928280911483,19,0
Tamale,2023-07-16,1.5882680749401603,19.639304940071966,72.37438134684139,0.8675125930949117,526.9914227324566,23,0
Accra,2023-07-17,4.460804398617321,10.393247582526964,55.4269834491321,0.8050539610181173,400.398937362818,18,0
Takoradi,2023-07-18,2.2390498778991104,27.182799020788337,59.571766186884254,0.744088837655407,621.3820625096148,20,0
Cape Coast,2023-07-19,0.48025367303326616,29.519674205430977,60.58022734808395,0.5665910628337617,900.1005497331993,25,0
Kumasi,2023-07-20,12.463499217688208,13.185337822290808,68.48430882205284,0.6306665089426919,612.3744859709818,25,0
Tamale,2023-07-21,0.7356522440976001,19.95134647645031,37.53110666015395,0.7095497364585426,668.5501764939256,19,0
Accra,2023-07-22,15.002453265613813,28.095771305025988,53.932997052347034,0.7996496435031943,566.8730624032385,19,0
Accra,2023-07-23,2.953005063954361,35.2874773485585,62.11283692279473,0.7568539276076525,146.0489558009283,31,0
Cape Coast,2023-07-24,1.023651409567329,25.10396853837704,72.00078956426862,0.6440922629797647,309.5727011884848,13,0
Tamale,2023-07-25,3.903349230758683,21.35998529385433,55.08097552493795,0.5032321788948553,542.8015564888744,11,0
Takoradi,2023-07-26,10.315708971410293,24.0855177944758,41.23447293958126,0.7481196109504069,379.2117553702343,16,0
Tamale,2023-07-27,6.588038895652368,31.874382095740923,66.19711445966136,0.6428129942811216,263.5872379850748,19,0
Cape Coast,2023-07-28,8.213969130368787,21.770179104377323,53.646376111743706,0.8673041503552675,553.7195577265945,23,0
Cape Coast,2023-07-29,5.376188575852013,21.00403996674873,48.103333409096386,0.5119731326352417,390.5288141030653,18,0
Tamale,2023-07-30,5.892769180707661,22.58628238908984,53.75654610286776,0.7924139056528954,332.29687885607325,24,0
Cape Coast,2023-07-31,9.458859940251397,20.233356958706437,58.1547464234415,0.9707371187530327,517.5868756963428,20,0
Tamale,2023-08-01,1.4361975777006006,25.613351579973976,53.952553354617876,0.5872046335557497,219.95583227395582,20,0
Kumasi,2023-08-02,3.361088330856207,33.1233922923478,37.944339429009304,0.7358247453752977,934.9711597678665,16,0
Tamale,2023-08-03,1.2500656455306116,26.615396365580146,68.97066196887133,0.5457109959085691,880.9318881273151,15,0
Tamale,2023-08-04,21.977792087026646,23.738232489368563,72.74875041278722,0.8128409561306763,736.8585271664817,22,0
Cape Coast,2023-08-05,14.417318936602072,23.54094365542228,66.51521991339506,0.7752658402981127,195.5924448296106,28,0
Cape Coast,2023-08-06,0.20112550602689544,17.184045956516716,48.62314329575183,0.7036827621064161,798.2895290227237,20,0
Accra,2023-08-07,6.1136578159786445,29.415548885735795,57.98508466052482,0.7606885107368706,827.161595298117,27,0
Accra,2023-08-08,12.967917787376278,24.61081401493599,59.93478684770542,0.9482873292345051,790.9881559429039,18,0
Kumasi,2023-08-09,0.9957641269392501,24.09760043204687,65.9879438956191,0.5981471511555335,202.56929840731704,27,0
Accra,2023-08-10,4.196014588229511,40.965537839224304,66.68340488718081,0.5112822558526736,679.5171613609882,14,0
Tamale,2023-08-11,12.354326320627651,26.49376454182843,52.65826201221504,0.9308324423495504,850.8923161744586,27,0
Cape Coast,2023-08-12,0.17267761772105905,21.24104474952408,60.819955564135604,0.7885585411939533,619.618061097701,19,0
Accra,2023-08-13,5.977052284464427,22.868212018972283,64.57280404615241,0.9453292277309212,681.7666377052801,21,0
Accra,2023-08-14,1.7644748237260641,30.742228545983775,74.55822322146767,0.7984726117065863,512.5271314836755,27,0
Kumasi,2023-08-15,12.911243356778378,25.56635205268882,67.04506539824723,0.9050805449798512,575.8365878956474,22,0
Kumasi,2023-08-16,17.712349613111268,17.808610108413166,67.89056687375519,0.714836681677574,130.9391725165527,27,0
Tamale,2023-08-17,14.435868406204872,29.59614467287602,60.838266279293606,0.8749299656441344,675.0667197759561,31,1
Cape Coast,2023-08-18,3.2143070259922912,21.65927957230503,74.10459145203504,0.9565207334449279,173.3024916020433,20,0
Kumasi,2023-08-19,9.904053533676791,34.366488881087726,64.09762795959497,0.7860614818611031,491.51313490620106,18,0
Accra,2023-08-20,9.307136366495394,30.400240328573243,51.389120898264295,0.5903925752811898,363.38958790066704,20,0
Cape Coast,2023-08-21,1.9217026075976718,22.763390521706246,74.0336997012519,0.634398807515099,590.8851551905418,22,0
Cape Coast,2023-08-22,8.827987706973266,31.405081808675565,66.97903272539028,0.5993222884487028,220.0747019708864,25,0
Accra,2023-08-23,0.18854897634454862,25.339277552637018,55.569559788715175,0.6234285137978665,722.4790617759863,15,0
Kumasi,2023-08-24,4.535043201439034,29.263868375611096,55.205070326007565,0.6532077246755181,815.5103832356233,24,0
Accra,2023-08-25,1.3068812059864285,27.423664086472375,62.96575545140762,0.7775668933765942,247.01900476884083,24,0
Cape Coast,2023-08-26,0.6423888373582203,20.768216725045633,64.63184795267584,0.7939958147319164,193.88177861669396,17,0
Takoradi,2023-08-27,0.40037671652191376,21.78225083841269,61.972922656312065,0.7132498736209305,230.96393450862323,16,0
Takoradi,2023-08-28,5.958389748441185,30.149804087905807,63.11308673442885,0.8077103899104177,889.4148057086516,14,0
